Partno,Judgement1,Word Pair,Judged Value,Recall,COS,LSA ,FSG
1,associative,Cherry_Soda,4,0,0.013230671,0.107084,0.042
2,associative,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
3,associative,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
4,associative,Cherry_Soda,35,0,0.013230671,0.107084,0.042
5,associative,Cherry_Soda,50,0,0.013230671,0.107084,0.042
6,associative,Cherry_Soda,30,0,0.013230671,0.107084,0.042
7,associative,Cherry_Soda,80,0,0.013230671,0.107084,0.042
8,associative,Cherry_Soda,12,0,0.013230671,0.107084,0.042
9,associative,Cherry_Soda,76,0,0.013230671,0.107084,0.042
10,associative,Cherry_Soda,10,0,0.013230671,0.107084,0.042
11,associative,Cherry_Soda,35,0,0.013230671,0.107084,0.042
12,associative,Cherry_Soda,30,0,0.013230671,0.107084,0.042
13,associative,Cherry_Soda,25,0,0.013230671,0.107084,0.042
14,associative,Cherry_Soda,15,0,0.013230671,0.107084,0.042
15,associative,Cherry_Soda,20,0,0.013230671,0.107084,0.042
16,associative,Cherry_Soda,50,1,0.013230671,0.107084,0.042
17,associative,Cherry_Soda,80,1,0.013230671,0.107084,0.042
18,associative,Cherry_Soda,40,0,0.013230671,0.107084,0.042
19,associative,Cherry_Soda,50,1,0.013230671,0.107084,0.042
20,associative,Cherry_Soda,90,0,0.013230671,0.107084,0.042
21,associative,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
22,associative,Cherry_Soda,15,0,0.013230671,0.107084,0.042
23,associative,Cherry_Soda,80,0,0.013230671,0.107084,0.042
24,associative,Cherry_Soda,3,1,0.013230671,0.107084,0.042
25,associative,Cherry_Soda,65,1,0.013230671,0.107084,0.042
26,associative,Cherry_Soda,5,0,0.013230671,0.107084,0.042
27,associative,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
28,associative,Cherry_Soda,50,0,0.013230671,0.107084,0.042
29,associative,Cherry_Soda,40,1,0.013230671,0.107084,0.042
30,associative,Cherry_Soda,40,0,0.013230671,0.107084,0.042
31,associative,Cherry_Soda,80,0,0.013230671,0.107084,0.042
32,associative,Cherry_Soda,4,0,0.013230671,0.107084,0.042
33,associative,Cherry_Soda,50,0,0.013230671,0.107084,0.042
34,associative,Cherry_Soda,40,0,0.013230671,0.107084,0.042
35,associative,Cherry_Soda,NA,0,0.013230671,0.107084,0.042
36,associative,Cherry_Soda,67,0,0.013230671,0.107084,0.042
37,associative,Cherry_Soda,40,1,0.013230671,0.107084,0.042
38,associative,Cherry_Soda,20,0,0.013230671,0.107084,0.042
39,associative,Cherry_Soda,20,0,0.013230671,0.107084,0.042
40,associative,Cherry_Soda,25,0,0.013230671,0.107084,0.042
41,associative,Cherry_Soda,75,0,0.013230671,0.107084,0.042
42,associative,Cherry_Soda,75,0,0.013230671,0.107084,0.042
43,associative,Cherry_Soda,0,1,0.013230671,0.107084,0.042
44,associative,Cherry_Soda,NA,0,0.013230671,0.107084,0.042
45,associative,Cherry_Soda,50,1,0.013230671,0.107084,0.042
46,thematic,Cherry_Soda,24,0,0.013230671,0.107084,0.042
47,thematic,Cherry_Soda,30,0,0.013230671,0.107084,0.042
48,thematic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
49,thematic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
50,thematic,Cherry_Soda,30,1,0.013230671,0.107084,0.042
51,thematic,Cherry_Soda,60,0,0.013230671,0.107084,0.042
52,thematic,Cherry_Soda,40,0,0.013230671,0.107084,0.042
53,thematic,Cherry_Soda,70,0,0.013230671,0.107084,0.042
54,thematic,Cherry_Soda,60,0,0.013230671,0.107084,0.042
55,thematic,Cherry_Soda,60,0,0.013230671,0.107084,0.042
56,thematic,Cherry_Soda,100,1,0.013230671,0.107084,0.042
57,thematic,Cherry_Soda,20,1,0.013230671,0.107084,0.042
58,thematic,Cherry_Soda,40,0,0.013230671,0.107084,0.042
59,thematic,Cherry_Soda,40,0,0.013230671,0.107084,0.042
60,thematic,Cherry_Soda,100,1,0.013230671,0.107084,0.042
61,thematic,Cherry_Soda,30,0,0.013230671,0.107084,0.042
62,thematic,Cherry_Soda,15,0,0.013230671,0.107084,0.042
63,thematic,Cherry_Soda,0,0,0.013230671,0.107084,0.042
64,thematic,Cherry_Soda,75,0,0.013230671,0.107084,0.042
65,thematic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
66,thematic,Cherry_Soda,30,0,0.013230671,0.107084,0.042
67,thematic,Cherry_Soda,60,1,0.013230671,0.107084,0.042
68,thematic,Cherry_Soda,0,0,0.013230671,0.107084,0.042
69,thematic,Cherry_Soda,0,0,0.013230671,0.107084,0.042
70,semantic,Cherry_Soda,25,0,0.013230671,0.107084,0.042
71,semantic,Cherry_Soda,45,0,0.013230671,0.107084,0.042
72,semantic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
73,semantic,Cherry_Soda,40,0,0.013230671,0.107084,0.042
74,semantic,Cherry_Soda,75,0,0.013230671,0.107084,0.042
75,semantic,Cherry_Soda,20,0,0.013230671,0.107084,0.042
76,semantic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
77,semantic,Cherry_Soda,100,1,0.013230671,0.107084,0.042
78,semantic,Cherry_Soda,90,0,0.013230671,0.107084,0.042
79,semantic,Cherry_Soda,50,NA,0.013230671,0.107084,0.042
80,semantic,Cherry_Soda,25,0,0.013230671,0.107084,0.042
81,semantic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
82,semantic,Cherry_Soda,50,1,0.013230671,0.107084,0.042
83,semantic,Cherry_Soda,100,0,0.013230671,0.107084,0.042
84,semantic,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
85,semantic,Cherry_Soda,0,0,0.013230671,0.107084,0.042
86,semantic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
87,semantic,Cherry_Soda,60,0,0.013230671,0.107084,0.042
88,semantic,Cherry_Soda,60,0,0.013230671,0.107084,0.042
89,semantic,Cherry_Soda,10,0,0.013230671,0.107084,0.042
90,semantic,Cherry_Soda,70,0,0.013230671,0.107084,0.042
91,semantic,Cherry_Soda,80,0,0.013230671,0.107084,0.042
92,semantic,Cherry_Soda,87,0,0.013230671,0.107084,0.042
93,semantic,Cherry_Soda,50,1,0.013230671,0.107084,0.042
94,semantic,Cherry_Soda,25,0,0.013230671,0.107084,0.042
95,semantic,Cherry_Soda,40,0,0.013230671,0.107084,0.042
96,semantic,Cherry_Soda,60,1,0.013230671,0.107084,0.042
97,semantic,Cherry_Soda,50,1,0.013230671,0.107084,0.042
98,semantic,Cherry_Soda,30,0,0.013230671,0.107084,0.042
99,semantic,Cherry_Soda,10,0,0.013230671,0.107084,0.042
100,semantic,Cherry_Soda,100,0,0.013230671,0.107084,0.042
101,semantic,Cherry_Soda,50,1,0.013230671,0.107084,0.042
102,semantic,Cherry_Soda,55,0,0.013230671,0.107084,0.042
103,semantic,Cherry_Soda,70,0,0.013230671,0.107084,0.042
104,semantic,Cherry_Soda,NA,0,0.013230671,0.107084,0.042
105,semantic,Cherry_Soda,80,1,0.013230671,0.107084,0.042
106,semantic,Cherry_Soda,NA,NA,0.013230671,0.107084,0.042
107,semantic,Cherry_Soda,33,0,0.013230671,0.107084,0.042
108,semantic,Cherry_Soda,50,0,0.013230671,0.107084,0.042
109,semantic,Cherry_Soda,0,1,0.013230671,0.107084,0.042
110,semantic,Cherry_Soda,0,1,0.013230671,0.107084,0.042
111,semantic,Cherry_Soda,0,0,0.013230671,0.107084,0.042
112,semantic,Cherry_Soda,35,1,0.013230671,0.107084,0.042
1,associative,Sign_Stop,10,NA,0.315007918,0.328892,0.348
2,associative,Sign_Stop,NA,NA,0.315007918,0.328892,0.348
3,associative,Sign_Stop,NA,NA,0.315007918,0.328892,0.348
4,associative,Sign_Stop,70,1,0.315007918,0.328892,0.348
5,associative,Sign_Stop,70,0,0.315007918,0.328892,0.348
6,associative,Sign_Stop,30,1,0.315007918,0.328892,0.348
7,associative,Sign_Stop,90,0,0.315007918,0.328892,0.348
8,associative,Sign_Stop,70,1,0.315007918,0.328892,0.348
9,associative,Sign_Stop,54,0,0.315007918,0.328892,0.348
10,associative,Sign_Stop,15,0,0.315007918,0.328892,0.348
11,associative,Sign_Stop,50,1,0.315007918,0.328892,0.348
12,associative,Sign_Stop,75,0,0.315007918,0.328892,0.348
13,associative,Sign_Stop,100,0,0.315007918,0.328892,0.348
14,associative,Sign_Stop,10,0,0.315007918,0.328892,0.348
15,associative,Sign_Stop,80,1,0.315007918,0.328892,0.348
16,associative,Sign_Stop,80,0,0.315007918,0.328892,0.348
17,associative,Sign_Stop,80,1,0.315007918,0.328892,0.348
18,associative,Sign_Stop,50,0,0.315007918,0.328892,0.348
19,associative,Sign_Stop,65,1,0.315007918,0.328892,0.348
20,associative,Sign_Stop,90,0,0.315007918,0.328892,0.348
21,associative,Sign_Stop,NA,NA,0.315007918,0.328892,0.348
22,associative,Sign_Stop,45,1,0.315007918,0.328892,0.348
23,associative,Sign_Stop,10,1,0.315007918,0.328892,0.348
24,associative,Sign_Stop,15,1,0.315007918,0.328892,0.348
25,associative,Sign_Stop,60,1,0.315007918,0.328892,0.348
26,associative,Sign_Stop,30,1,0.315007918,0.328892,0.348
27,associative,Sign_Stop,NA,NA,0.315007918,0.328892,0.348
28,associative,Sign_Stop,30,1,0.315007918,0.328892,0.348
29,associative,Sign_Stop,70,1,0.315007918,0.328892,0.348
30,associative,Sign_Stop,90,0,0.315007918,0.328892,0.348
31,associative,Sign_Stop,90,1,0.315007918,0.328892,0.348
32,associative,Sign_Stop,70,1,0.315007918,0.328892,0.348
33,associative,Sign_Stop,88,1,0.315007918,0.328892,0.348
34,associative,Sign_Stop,90,0,0.315007918,0.328892,0.348
35,associative,Sign_Stop,NA,1,0.315007918,0.328892,0.348
36,associative,Sign_Stop,85,1,0.315007918,0.328892,0.348
37,associative,Sign_Stop,60,0,0.315007918,0.328892,0.348
38,associative,Sign_Stop,60,0,0.315007918,0.328892,0.348
39,associative,Sign_Stop,50,1,0.315007918,0.328892,0.348
40,associative,Sign_Stop,45,0,0.315007918,0.328892,0.348
41,associative,Sign_Stop,70,1,0.315007918,0.328892,0.348
42,associative,Sign_Stop,90,0,0.315007918,0.328892,0.348
43,associative,Sign_Stop,90,1,0.315007918,0.328892,0.348
44,associative,Sign_Stop,NA,0,0.315007918,0.328892,0.348
45,associative,Sign_Stop,75,1,0.315007918,0.328892,0.348
46,thematic,Sign_Stop,22,1,0.315007918,0.328892,0.348
47,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
48,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
49,thematic,Sign_Stop,60,1,0.315007918,0.328892,0.348
50,thematic,Sign_Stop,50,1,0.315007918,0.328892,0.348
51,thematic,Sign_Stop,85,0,0.315007918,0.328892,0.348
52,thematic,Sign_Stop,70,1,0.315007918,0.328892,0.348
53,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
54,thematic,Sign_Stop,80,1,0.315007918,0.328892,0.348
55,thematic,Sign_Stop,40,1,0.315007918,0.328892,0.348
56,thematic,Sign_Stop,0,1,0.315007918,0.328892,0.348
57,thematic,Sign_Stop,50,1,0.315007918,0.328892,0.348
58,thematic,Sign_Stop,75,1,0.315007918,0.328892,0.348
59,thematic,Sign_Stop,90,1,0.315007918,0.328892,0.348
60,thematic,Sign_Stop,100,0,0.315007918,0.328892,0.348
61,thematic,Sign_Stop,80,0,0.315007918,0.328892,0.348
62,thematic,Sign_Stop,60,1,0.315007918,0.328892,0.348
63,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
64,thematic,Sign_Stop,50,0,0.315007918,0.328892,0.348
65,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
66,thematic,Sign_Stop,70,1,0.315007918,0.328892,0.348
67,thematic,Sign_Stop,30,1,0.315007918,0.328892,0.348
68,thematic,Sign_Stop,100,1,0.315007918,0.328892,0.348
69,thematic,Sign_Stop,85,0,0.315007918,0.328892,0.348
70,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
71,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
72,semantic,Sign_Stop,50,1,0.315007918,0.328892,0.348
73,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
74,semantic,Sign_Stop,55,0,0.315007918,0.328892,0.348
75,semantic,Sign_Stop,40,1,0.315007918,0.328892,0.348
76,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
77,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
78,semantic,Sign_Stop,75,1,0.315007918,0.328892,0.348
79,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
80,semantic,Sign_Stop,10,1,0.315007918,0.328892,0.348
81,semantic,Sign_Stop,41,1,0.315007918,0.328892,0.348
82,semantic,Sign_Stop,20,1,0.315007918,0.328892,0.348
83,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
84,semantic,Sign_Stop,NA,NA,0.315007918,0.328892,0.348
85,semantic,Sign_Stop,60,1,0.315007918,0.328892,0.348
86,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
87,semantic,Sign_Stop,90,1,0.315007918,0.328892,0.348
88,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
89,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
90,semantic,Sign_Stop,25,1,0.315007918,0.328892,0.348
91,semantic,Sign_Stop,90,0,0.315007918,0.328892,0.348
92,semantic,Sign_Stop,75,1,0.315007918,0.328892,0.348
93,semantic,Sign_Stop,50,1,0.315007918,0.328892,0.348
94,semantic,Sign_Stop,100,NA,0.315007918,0.328892,0.348
95,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
96,semantic,Sign_Stop,80,1,0.315007918,0.328892,0.348
97,semantic,Sign_Stop,85,1,0.315007918,0.328892,0.348
98,semantic,Sign_Stop,40,0,0.315007918,0.328892,0.348
99,semantic,Sign_Stop,50,1,0.315007918,0.328892,0.348
100,semantic,Sign_Stop,75,1,0.315007918,0.328892,0.348
101,semantic,Sign_Stop,30,0,0.315007918,0.328892,0.348
102,semantic,Sign_Stop,70,0,0.315007918,0.328892,0.348
103,semantic,Sign_Stop,0,1,0.315007918,0.328892,0.348
104,semantic,Sign_Stop,NA,1,0.315007918,0.328892,0.348
105,semantic,Sign_Stop,90,1,0.315007918,0.328892,0.348
106,semantic,Sign_Stop,NA,0,0.315007918,0.328892,0.348
107,semantic,Sign_Stop,41,1,0.315007918,0.328892,0.348
108,semantic,Sign_Stop,25,1,0.315007918,0.328892,0.348
109,semantic,Sign_Stop,50,1,0.315007918,0.328892,0.348
110,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
111,semantic,Sign_Stop,100,1,0.315007918,0.328892,0.348
112,semantic,Sign_Stop,50,1,0.315007918,0.328892,0.348
1,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
2,associative,Habit_Coke,NA,NA,0.0631932,0.087969,0.014
3,associative,Habit_Coke,NA,NA,0.0631932,0.087969,0.014
4,associative,Habit_Coke,15,0,0.0631932,0.087969,0.014
5,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
6,associative,Habit_Coke,2,0,0.0631932,0.087969,0.014
7,associative,Habit_Coke,10,1,0.0631932,0.087969,0.014
8,associative,Habit_Coke,12,1,0.0631932,0.087969,0.014
9,associative,Habit_Coke,2,1,0.0631932,0.087969,0.014
10,associative,Habit_Coke,5,0,0.0631932,0.087969,0.014
11,associative,Habit_Coke,20,1,0.0631932,0.087969,0.014
12,associative,Habit_Coke,30,0,0.0631932,0.087969,0.014
13,associative,Habit_Coke,50,0,0.0631932,0.087969,0.014
14,associative,Habit_Coke,22,0,0.0631932,0.087969,0.014
15,associative,Habit_Coke,2,0,0.0631932,0.087969,0.014
16,associative,Habit_Coke,10,1,0.0631932,0.087969,0.014
17,associative,Habit_Coke,50,1,0.0631932,0.087969,0.014
18,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
19,associative,Habit_Coke,35,1,0.0631932,0.087969,0.014
20,associative,Habit_Coke,40,0,0.0631932,0.087969,0.014
21,associative,Habit_Coke,NA,NA,0.0631932,0.087969,0.014
22,associative,Habit_Coke,2,1,0.0631932,0.087969,0.014
23,associative,Habit_Coke,3,1,0.0631932,0.087969,0.014
24,associative,Habit_Coke,1,0,0.0631932,0.087969,0.014
25,associative,Habit_Coke,50,1,0.0631932,0.087969,0.014
26,associative,Habit_Coke,2,0,0.0631932,0.087969,0.014
27,associative,Habit_Coke,NA,NA,0.0631932,0.087969,0.014
28,associative,Habit_Coke,1,0,0.0631932,0.087969,0.014
29,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
30,associative,Habit_Coke,30,NA,0.0631932,0.087969,0.014
31,associative,Habit_Coke,45,1,0.0631932,0.087969,0.014
32,associative,Habit_Coke,12,0,0.0631932,0.087969,0.014
33,associative,Habit_Coke,3,0,0.0631932,0.087969,0.014
34,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
35,associative,Habit_Coke,NA,1,0.0631932,0.087969,0.014
36,associative,Habit_Coke,25,1,0.0631932,0.087969,0.014
37,associative,Habit_Coke,40,NA,0.0631932,0.087969,0.014
38,associative,Habit_Coke,10,0,0.0631932,0.087969,0.014
39,associative,Habit_Coke,15,0,0.0631932,0.087969,0.014
40,associative,Habit_Coke,20,0,0.0631932,0.087969,0.014
41,associative,Habit_Coke,12,1,0.0631932,0.087969,0.014
42,associative,Habit_Coke,20,1,0.0631932,0.087969,0.014
43,associative,Habit_Coke,80,1,0.0631932,0.087969,0.014
44,associative,Habit_Coke,NA,0,0.0631932,0.087969,0.014
45,associative,Habit_Coke,10,1,0.0631932,0.087969,0.014
46,thematic,Habit_Coke,42,0,0.0631932,0.087969,0.014
47,thematic,Habit_Coke,30,0,0.0631932,0.087969,0.014
48,thematic,Habit_Coke,10,0,0.0631932,0.087969,0.014
49,thematic,Habit_Coke,20,0,0.0631932,0.087969,0.014
50,thematic,Habit_Coke,40,1,0.0631932,0.087969,0.014
51,thematic,Habit_Coke,90,0,0.0631932,0.087969,0.014
52,thematic,Habit_Coke,30,0,0.0631932,0.087969,0.014
53,thematic,Habit_Coke,100,0,0.0631932,0.087969,0.014
54,thematic,Habit_Coke,70,1,0.0631932,0.087969,0.014
55,thematic,Habit_Coke,50,0,0.0631932,0.087969,0.014
56,thematic,Habit_Coke,100,1,0.0631932,0.087969,0.014
57,thematic,Habit_Coke,20,1,0.0631932,0.087969,0.014
58,thematic,Habit_Coke,5,1,0.0631932,0.087969,0.014
59,thematic,Habit_Coke,70,1,0.0631932,0.087969,0.014
60,thematic,Habit_Coke,100,0,0.0631932,0.087969,0.014
61,thematic,Habit_Coke,60,0,0.0631932,0.087969,0.014
62,thematic,Habit_Coke,50,0,0.0631932,0.087969,0.014
63,thematic,Habit_Coke,50,1,0.0631932,0.087969,0.014
64,thematic,Habit_Coke,50,0,0.0631932,0.087969,0.014
65,thematic,Habit_Coke,100,0,0.0631932,0.087969,0.014
66,thematic,Habit_Coke,70,1,0.0631932,0.087969,0.014
67,thematic,Habit_Coke,30,1,0.0631932,0.087969,0.014
68,thematic,Habit_Coke,80,1,0.0631932,0.087969,0.014
69,thematic,Habit_Coke,50,0,0.0631932,0.087969,0.014
70,semantic,Habit_Coke,10,1,0.0631932,0.087969,0.014
71,semantic,Habit_Coke,75,0,0.0631932,0.087969,0.014
72,semantic,Habit_Coke,0,0,0.0631932,0.087969,0.014
73,semantic,Habit_Coke,20,0,0.0631932,0.087969,0.014
74,semantic,Habit_Coke,10,0,0.0631932,0.087969,0.014
75,semantic,Habit_Coke,50,1,0.0631932,0.087969,0.014
76,semantic,Habit_Coke,1,0,0.0631932,0.087969,0.014
77,semantic,Habit_Coke,65,1,0.0631932,0.087969,0.014
78,semantic,Habit_Coke,75,1,0.0631932,0.087969,0.014
79,semantic,Habit_Coke,50,1,0.0631932,0.087969,0.014
80,semantic,Habit_Coke,25,0,0.0631932,0.087969,0.014
81,semantic,Habit_Coke,12,1,0.0631932,0.087969,0.014
82,semantic,Habit_Coke,5,1,0.0631932,0.087969,0.014
83,semantic,Habit_Coke,0,1,0.0631932,0.087969,0.014
84,semantic,Habit_Coke,NA,NA,0.0631932,0.087969,0.014
85,semantic,Habit_Coke,0,1,0.0631932,0.087969,0.014
86,semantic,Habit_Coke,0,1,0.0631932,0.087969,0.014
87,semantic,Habit_Coke,80,0,0.0631932,0.087969,0.014
88,semantic,Habit_Coke,60,1,0.0631932,0.087969,0.014
89,semantic,Habit_Coke,60,1,0.0631932,0.087969,0.014
90,semantic,Habit_Coke,10,1,0.0631932,0.087969,0.014
91,semantic,Habit_Coke,60,0,0.0631932,0.087969,0.014
92,semantic,Habit_Coke,85,1,0.0631932,0.087969,0.014
93,semantic,Habit_Coke,25,0,0.0631932,0.087969,0.014
94,semantic,Habit_Coke,0,1,0.0631932,0.087969,0.014
95,semantic,Habit_Coke,20,0,0.0631932,0.087969,0.014
96,semantic,Habit_Coke,80,1,0.0631932,0.087969,0.014
97,semantic,Habit_Coke,10,0,0.0631932,0.087969,0.014
98,semantic,Habit_Coke,20,0,0.0631932,0.087969,0.014
99,semantic,Habit_Coke,10,1,0.0631932,0.087969,0.014
100,semantic,Habit_Coke,75,0,0.0631932,0.087969,0.014
101,semantic,Habit_Coke,40,0,0.0631932,0.087969,0.014
102,semantic,Habit_Coke,50,0,0.0631932,0.087969,0.014
103,semantic,Habit_Coke,40,0,0.0631932,0.087969,0.014
104,semantic,Habit_Coke,NA,0,0.0631932,0.087969,0.014
105,semantic,Habit_Coke,70,0,0.0631932,0.087969,0.014
106,semantic,Habit_Coke,NA,0,0.0631932,0.087969,0.014
107,semantic,Habit_Coke,30,1,0.0631932,0.087969,0.014
108,semantic,Habit_Coke,10,1,0.0631932,0.087969,0.014
109,semantic,Habit_Coke,0,1,0.0631932,0.087969,0.014
110,semantic,Habit_Coke,70,1,0.0631932,0.087969,0.014
111,semantic,Habit_Coke,70,1,0.0631932,0.087969,0.014
112,semantic,Habit_Coke,10,0,0.0631932,0.087969,0.014
1,associative,Carry_Lift,10,NA,0.364468429,0.214195,0.062
2,associative,Carry_Lift,NA,NA,0.364468429,0.214195,0.062
3,associative,Carry_Lift,NA,NA,0.364468429,0.214195,0.062
4,associative,Carry_Lift,79,0,0.364468429,0.214195,0.062
5,associative,Carry_Lift,60,0,0.364468429,0.214195,0.062
6,associative,Carry_Lift,50,0,0.364468429,0.214195,0.062
7,associative,Carry_Lift,40,0,0.364468429,0.214195,0.062
8,associative,Carry_Lift,20,1,0.364468429,0.214195,0.062
9,associative,Carry_Lift,45,0,0.364468429,0.214195,0.062
10,associative,Carry_Lift,25,1,0.364468429,0.214195,0.062
11,associative,Carry_Lift,55,1,0.364468429,0.214195,0.062
12,associative,Carry_Lift,30,0,0.364468429,0.214195,0.062
13,associative,Carry_Lift,100,0,0.364468429,0.214195,0.062
14,associative,Carry_Lift,30,0,0.364468429,0.214195,0.062
15,associative,Carry_Lift,25,0,0.364468429,0.214195,0.062
16,associative,Carry_Lift,40,1,0.364468429,0.214195,0.062
17,associative,Carry_Lift,85,0,0.364468429,0.214195,0.062
18,associative,Carry_Lift,50,0,0.364468429,0.214195,0.062
19,associative,Carry_Lift,50,0,0.364468429,0.214195,0.062
20,associative,Carry_Lift,60,0,0.364468429,0.214195,0.062
21,associative,Carry_Lift,NA,NA,0.364468429,0.214195,0.062
22,associative,Carry_Lift,80,1,0.364468429,0.214195,0.062
23,associative,Carry_Lift,60,0,0.364468429,0.214195,0.062
24,associative,Carry_Lift,50,1,0.364468429,0.214195,0.062
25,associative,Carry_Lift,90,0,0.364468429,0.214195,0.062
26,associative,Carry_Lift,20,1,0.364468429,0.214195,0.062
27,associative,Carry_Lift,NA,NA,0.364468429,0.214195,0.062
28,associative,Carry_Lift,40,1,0.364468429,0.214195,0.062
29,associative,Carry_Lift,55,1,0.364468429,0.214195,0.062
